provider,pattern,metric,rep1_improvement_mean,rep3_improvement_mean,rep1_direction,rep3_direction,direction_changed,zero_eps_abs
anthropic,conditional_hierarchical,update_consistency,0,0,zero,zero,False,1e-12
anthropic,delta_conditional,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
anthropic,delta_conditional,irp_monotonic_progress_rate,0,0,zero,zero,False,1e-12
anthropic,delta_conditional,irp_oscillation_rate,0,0,zero,zero,False,1e-12
anthropic,delta_conditional,misinterpretation_rate,0,0,zero,zero,False,1e-12
anthropic,delta_conditional,rework_cost_tokens,-0.33333333333333331,-0.55555555555555558,negative,negative,False,1e-12
anthropic,delta_conditional,self_contradiction_rate,0,0,zero,zero,False,1e-12
anthropic,delta_conditional,stability_variance,0,0,zero,zero,False,1e-12
anthropic,delta_conditional,trace_completeness,0,0,zero,zero,False,1e-12
anthropic,delta_conditional,update_consistency,0,0,zero,zero,False,1e-12
anthropic,delta_hierarchical,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
anthropic,delta_hierarchical,irp_monotonic_progress_rate,0,0,zero,zero,False,1e-12
anthropic,delta_hierarchical,irp_oscillation_rate,0,0,zero,zero,False,1e-12
anthropic,delta_hierarchical,misinterpretation_rate,0,0,zero,zero,False,1e-12
anthropic,delta_hierarchical,rework_cost_tokens,-1.3333333333333333,-1.2222222222222223,negative,negative,False,1e-12
anthropic,delta_hierarchical,self_contradiction_rate,0,0,zero,zero,False,1e-12
anthropic,delta_hierarchical,stability_variance,0,0,zero,zero,False,1e-12
anthropic,delta_hierarchical,trace_completeness,0,0,zero,zero,False,1e-12
anthropic,delta_hierarchical,update_consistency,0,0,zero,zero,False,1e-12
anthropic,hierarchical_conditional,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
anthropic,hierarchical_conditional,irp_monotonic_progress_rate,0,0,zero,zero,False,1e-12
anthropic,hierarchical_conditional,irp_oscillation_rate,0,0,zero,zero,False,1e-12
anthropic,hierarchical_conditional,misinterpretation_rate,0,0,zero,zero,False,1e-12
anthropic,hierarchical_conditional,rework_cost_tokens,-2.3333333333333335,-2.6666666666666665,negative,negative,False,1e-12
anthropic,hierarchical_conditional,self_contradiction_rate,0,0,zero,zero,False,1e-12
anthropic,hierarchical_conditional,stability_variance,0,0,zero,zero,False,1e-12
anthropic,hierarchical_conditional,trace_completeness,0,0,zero,zero,False,1e-12
anthropic,hierarchical_conditional,update_consistency,0,0,zero,zero,False,1e-12
anthropic,hierarchical_delta,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
anthropic,hierarchical_delta,irp_monotonic_progress_rate,-0.037037037037037035,-0.037037037037037035,negative,negative,False,1e-12
anthropic,hierarchical_delta,irp_oscillation_rate,0.041666666666666664,0.041666666666666664,positive,positive,False,1e-12
anthropic,hierarchical_delta,misinterpretation_rate,0.033333333333333333,0.03333333333333334,positive,positive,False,1e-12
anthropic,hierarchical_delta,rework_cost_tokens,77,76.666666666666671,positive,positive,False,1e-12
anthropic,hierarchical_delta,self_contradiction_rate,0,0,zero,zero,False,1e-12
anthropic,hierarchical_delta,stability_variance,0.0066666666666666688,0.0066666666666666697,positive,positive,False,1e-12
anthropic,hierarchical_delta,trace_completeness,0,0,zero,zero,False,1e-12
anthropic,hierarchical_delta,update_consistency,0,0,zero,zero,False,1e-12
gemini,branch_conditional,internal_coherence_error_rate,0,-0.059259259259259262,zero,negative,True,1e-12
gemini,branch_conditional,irp_monotonic_progress_rate,0.17248677248677247,0.1693121693121693,positive,positive,False,1e-12
gemini,branch_conditional,irp_oscillation_rate,-0.31944444444444448,-0.32407407407407413,negative,negative,False,1e-12
gemini,branch_conditional,misinterpretation_rate,-0.32777777777777778,-0.41111111111111109,negative,negative,False,1e-12
gemini,branch_conditional,rework_cost_tokens,-500.66666666666669,-894.22222222222217,negative,negative,False,1e-12
gemini,branch_conditional,self_contradiction_rate,-0.125,-0.21296296296296297,negative,negative,False,1e-12
gemini,branch_conditional,stability_variance,-0.021704761904761907,-0.030119223985890658,negative,negative,False,1e-12
gemini,branch_conditional,trace_completeness,0,-0.045925925925925939,zero,negative,True,1e-12
gemini,branch_conditional,update_consistency,-0.125,-0.27222222222222225,negative,negative,False,1e-12
gemini,conditional_branch,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
gemini,conditional_branch,irp_monotonic_progress_rate,-0.1037037037037037,-0.06913580246913581,negative,negative,False,1e-12
gemini,conditional_branch,irp_oscillation_rate,0.125,0.1111111111111111,positive,positive,False,1e-12
gemini,conditional_branch,misinterpretation_rate,0.14444444444444446,0.096296296296296297,positive,positive,False,1e-12
gemini,conditional_branch,rework_cost_tokens,236.66666666666666,130.11111111111111,positive,positive,False,1e-12
gemini,conditional_branch,self_contradiction_rate,0.055555555555555552,0.055555555555555552,positive,positive,False,1e-12
gemini,conditional_branch,stability_variance,0.037000000000000005,0.030777777777777779,positive,positive,False,1e-12
gemini,conditional_branch,trace_completeness,0,0,zero,zero,False,1e-12
gemini,conditional_branch,update_consistency,0.055555555555555546,0.055555555555555546,positive,positive,False,1e-12
gemini,conditional_delta,internal_coherence_error_rate,-0.055555555555555552,-0.018518518518518517,negative,negative,False,1e-12
gemini,conditional_delta,irp_monotonic_progress_rate,-0.066666666666666666,-0.019753086419753089,negative,negative,False,1e-12
gemini,conditional_delta,irp_oscillation_rate,0.083333333333333329,0.027777777777777776,positive,positive,False,1e-12
gemini,conditional_delta,misinterpretation_rate,-0.16666666666666666,-0.003703703703703709,negative,negative,False,1e-12
gemini,conditional_delta,rework_cost_tokens,-375.66666666666669,-81,negative,negative,False,1e-12
gemini,conditional_delta,self_contradiction_rate,-0.22222222222222224,-0.037037037037037049,negative,negative,False,1e-12
gemini,conditional_delta,stability_variance,0.027752000000000002,0.025010666666666667,positive,positive,False,1e-12
gemini,conditional_delta,trace_completeness,-0.022222222222222254,-0.0092592592592592639,negative,negative,False,1e-12
gemini,conditional_delta,update_consistency,-0.22222222222222224,-0.037037037037037056,negative,negative,False,1e-12
gemini,conditional_hierarchical,internal_coherence_error_rate,-0.033333333333333333,-0.03333333333333334,negative,negative,False,1e-12
gemini,conditional_hierarchical,irp_monotonic_progress_rate,0.0074074074074073999,0.029629629629629624,positive,positive,False,1e-12
gemini,conditional_hierarchical,irp_oscillation_rate,-0.125,-0.125,negative,negative,False,1e-12
gemini,conditional_hierarchical,misinterpretation_rate,-0.12222222222222225,-0.25185185185185188,negative,negative,False,1e-12
gemini,conditional_hierarchical,rework_cost_tokens,-607.33333333333337,-845,negative,negative,False,1e-12
gemini,conditional_hierarchical,self_contradiction_rate,-0.11111111111111112,-0.1851851851851852,negative,negative,False,1e-12
gemini,conditional_hierarchical,stability_variance,0.019480658436213997,0.016769547325102885,positive,positive,False,1e-12
gemini,conditional_hierarchical,trace_completeness,-0.013333333333333345,-0.013333333333333345,negative,negative,False,1e-12
gemini,conditional_hierarchical,update_consistency,-0.17777777777777778,-0.25185185185185183,negative,negative,False,1e-12
gemini,delta_conditional,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
gemini,delta_conditional,irp_monotonic_progress_rate,-0.066666666666666666,-0.06666666666666668,negative,negative,False,1e-12
gemini,delta_conditional,irp_oscillation_rate,0.083333333333333329,0.083333333333333329,positive,positive,False,1e-12
gemini,delta_conditional,misinterpretation_rate,0.1111111111111111,0.1111111111111111,positive,positive,False,1e-12
gemini,delta_conditional,rework_cost_tokens,151.33333333333334,150.66666666666666,positive,positive,False,1e-12
gemini,delta_conditional,self_contradiction_rate,0.055555555555555552,0.055555555555555552,positive,positive,False,1e-12
gemini,delta_conditional,stability_variance,0.030333333333333337,0.030333333333333337,positive,positive,False,1e-12
gemini,delta_conditional,trace_completeness,0,0,zero,zero,False,1e-12
gemini,delta_conditional,update_consistency,0.055555555555555546,0.055555555555555546,positive,positive,False,1e-12
gemini,delta_hierarchical,internal_coherence_error_rate,0,0.022222222222222223,zero,positive,True,1e-12
gemini,delta_hierarchical,irp_monotonic_progress_rate,-0.066666666666666666,-0.079012345679012344,negative,negative,False,1e-12
gemini,delta_hierarchical,irp_oscillation_rate,0.083333333333333329,0.083333333333333329,positive,positive,False,1e-12
gemini,delta_hierarchical,misinterpretation_rate,0.1111111111111111,0.14444444444444443,positive,positive,False,1e-12
gemini,delta_hierarchical,rework_cost_tokens,149.33333333333334,223.33333333333334,positive,positive,False,1e-12
gemini,delta_hierarchical,self_contradiction_rate,0.055555555555555552,0.066666666666666666,positive,positive,False,1e-12
gemini,delta_hierarchical,stability_variance,0.030333333333333337,0.044764060356652952,positive,positive,False,1e-12
gemini,delta_hierarchical,trace_completeness,0,0.022222222222222216,zero,positive,True,1e-12
gemini,delta_hierarchical,update_consistency,0.055555555555555546,0.088888888888888878,positive,positive,False,1e-12
gemini,hierarchical_conditional,internal_coherence_error_rate,0,-0.011111111111111112,zero,negative,True,1e-12
gemini,hierarchical_conditional,irp_monotonic_progress_rate,-0.066666666666666666,-0.054320987654320994,negative,negative,False,1e-12
gemini,hierarchical_conditional,irp_oscillation_rate,0.083333333333333329,0.027777777777777776,positive,positive,False,1e-12
gemini,hierarchical_conditional,misinterpretation_rate,0.1111111111111111,0.044444444444444432,positive,positive,False,1e-12
gemini,hierarchical_conditional,rework_cost_tokens,151.33333333333334,-79.555555555555557,positive,negative,True,1e-12
gemini,hierarchical_conditional,self_contradiction_rate,0.055555555555555552,-3.0839528461809902e-18,positive,zero,True,1e-12
gemini,hierarchical_conditional,stability_variance,0.030333333333333337,0.028937997256515784,positive,positive,False,1e-12
gemini,hierarchical_conditional,trace_completeness,0,-0.0044444444444444488,zero,negative,True,1e-12
gemini,hierarchical_conditional,update_consistency,0.055555555555555546,-0.02222222222222223,positive,negative,True,1e-12
gemini,hierarchical_delta,internal_coherence_error_rate,0,0.011111111111111112,zero,positive,True,1e-12
gemini,hierarchical_delta,irp_monotonic_progress_rate,-0.1037037037037037,-0.091358024691358022,negative,negative,False,1e-12
gemini,hierarchical_delta,irp_oscillation_rate,0.125,0.097222222222222224,positive,positive,False,1e-12
gemini,hierarchical_delta,misinterpretation_rate,0.14444444444444446,0.13333333333333333,positive,positive,False,1e-12
gemini,hierarchical_delta,rework_cost_tokens,236.66666666666666,202.88888888888889,positive,positive,False,1e-12
gemini,hierarchical_delta,self_contradiction_rate,0.055555555555555552,0.066666666666666666,positive,positive,False,1e-12
gemini,hierarchical_delta,stability_variance,0.037000000000000005,0.048913580246913585,positive,positive,False,1e-12
gemini,hierarchical_delta,trace_completeness,0,0.011111111111111108,zero,positive,True,1e-12
gemini,hierarchical_delta,update_consistency,0.055555555555555546,0.077777777777777765,positive,positive,False,1e-12
openai,branch_conditional,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
openai,branch_conditional,irp_monotonic_progress_rate,0,-0.047619047619047616,zero,negative,True,1e-12
openai,branch_conditional,irp_oscillation_rate,0,0.1111111111111111,zero,positive,True,1e-12
openai,branch_conditional,misinterpretation_rate,0,0.041666666666666664,zero,positive,True,1e-12
openai,branch_conditional,rework_cost_tokens,0.66666666666666663,52,positive,positive,False,1e-12
openai,branch_conditional,self_contradiction_rate,0,0,zero,zero,False,1e-12
openai,branch_conditional,stability_variance,0,0.0085714285714285753,zero,positive,True,1e-12
openai,branch_conditional,trace_completeness,0,0,zero,zero,False,1e-12
openai,branch_conditional,update_consistency,0,0,zero,zero,False,1e-12
openai,conditional_branch,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
openai,conditional_branch,irp_monotonic_progress_rate,-0.047619047619047616,-0.047619047619047616,negative,negative,False,1e-12
openai,conditional_branch,irp_oscillation_rate,0.11111111111111112,0.1111111111111111,positive,positive,False,1e-12
openai,conditional_branch,misinterpretation_rate,0.041666666666666664,0.041666666666666664,positive,positive,False,1e-12
openai,conditional_branch,rework_cost_tokens,47,49.666666666666664,positive,positive,False,1e-12
openai,conditional_branch,self_contradiction_rate,0,0,zero,zero,False,1e-12
openai,conditional_branch,stability_variance,0.0085714285714285753,0.0085714285714285753,positive,positive,False,1e-12
openai,conditional_branch,trace_completeness,0,0,zero,zero,False,1e-12
openai,conditional_branch,update_consistency,0,0,zero,zero,False,1e-12
openai,conditional_delta,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
openai,conditional_delta,irp_monotonic_progress_rate,-0.11428571428571428,-0.11428571428571427,negative,negative,False,1e-12
openai,conditional_delta,irp_oscillation_rate,0.11111111111111112,0.1111111111111111,positive,positive,False,1e-12
openai,conditional_delta,misinterpretation_rate,0.09722222222222221,0.097222222222222224,positive,positive,False,1e-12
openai,conditional_delta,rework_cost_tokens,92,94.555555555555557,positive,positive,False,1e-12
openai,conditional_delta,self_contradiction_rate,0,0,zero,zero,False,1e-12
openai,conditional_delta,stability_variance,0.013371428571428576,0.013371428571428576,positive,positive,False,1e-12
openai,conditional_delta,trace_completeness,0,0,zero,zero,False,1e-12
openai,conditional_delta,update_consistency,0,0,zero,zero,False,1e-12
openai,conditional_hierarchical,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
openai,conditional_hierarchical,irp_monotonic_progress_rate,0,-0.047619047619047616,zero,negative,True,1e-12
openai,conditional_hierarchical,irp_oscillation_rate,0,0.1111111111111111,zero,positive,True,1e-12
openai,conditional_hierarchical,misinterpretation_rate,0,0.041666666666666664,zero,positive,True,1e-12
openai,conditional_hierarchical,rework_cost_tokens,3,46.555555555555557,positive,positive,False,1e-12
openai,conditional_hierarchical,self_contradiction_rate,0,0,zero,zero,False,1e-12
openai,conditional_hierarchical,stability_variance,0,0.0085714285714285753,zero,positive,True,1e-12
openai,conditional_hierarchical,trace_completeness,0,0,zero,zero,False,1e-12
openai,conditional_hierarchical,update_consistency,0,0,zero,zero,False,1e-12
openai,delta_conditional,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
openai,delta_conditional,irp_monotonic_progress_rate,-0.047619047619047616,-0.047619047619047616,negative,negative,False,1e-12
openai,delta_conditional,irp_oscillation_rate,0.11111111111111112,0.1111111111111111,positive,positive,False,1e-12
openai,delta_conditional,misinterpretation_rate,0.041666666666666664,0.041666666666666664,positive,positive,False,1e-12
openai,delta_conditional,rework_cost_tokens,56.666666666666664,49.888888888888886,positive,positive,False,1e-12
openai,delta_conditional,self_contradiction_rate,0,0,zero,zero,False,1e-12
openai,delta_conditional,stability_variance,0.0085714285714285753,0.0085714285714285753,positive,positive,False,1e-12
openai,delta_conditional,trace_completeness,0,0,zero,zero,False,1e-12
openai,delta_conditional,update_consistency,0,0,zero,zero,False,1e-12
openai,delta_hierarchical,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
openai,delta_hierarchical,irp_monotonic_progress_rate,-0.047619047619047616,-0.047619047619047616,negative,negative,False,1e-12
openai,delta_hierarchical,irp_oscillation_rate,0.11111111111111112,0.1111111111111111,positive,positive,False,1e-12
openai,delta_hierarchical,misinterpretation_rate,0.041666666666666664,0.041666666666666664,positive,positive,False,1e-12
openai,delta_hierarchical,rework_cost_tokens,45,52.444444444444443,positive,positive,False,1e-12
openai,delta_hierarchical,self_contradiction_rate,0,0,zero,zero,False,1e-12
openai,delta_hierarchical,stability_variance,0.0085714285714285753,0.0085714285714285753,positive,positive,False,1e-12
openai,delta_hierarchical,trace_completeness,0,0,zero,zero,False,1e-12
openai,delta_hierarchical,update_consistency,0,0,zero,zero,False,1e-12
openai,hierarchical_conditional,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
openai,hierarchical_conditional,irp_monotonic_progress_rate,-0.047619047619047616,-0.047619047619047616,negative,negative,False,1e-12
openai,hierarchical_conditional,irp_oscillation_rate,0.11111111111111112,0.1111111111111111,positive,positive,False,1e-12
openai,hierarchical_conditional,misinterpretation_rate,0.041666666666666664,0.041666666666666664,positive,positive,False,1e-12
openai,hierarchical_conditional,rework_cost_tokens,49.666666666666664,48.222222222222221,positive,positive,False,1e-12
openai,hierarchical_conditional,self_contradiction_rate,0,0,zero,zero,False,1e-12
openai,hierarchical_conditional,stability_variance,0.0085714285714285753,0.0085714285714285753,positive,positive,False,1e-12
openai,hierarchical_conditional,trace_completeness,0,0,zero,zero,False,1e-12
openai,hierarchical_conditional,update_consistency,0,0,zero,zero,False,1e-12
openai,hierarchical_delta,internal_coherence_error_rate,0,0,zero,zero,False,1e-12
openai,hierarchical_delta,irp_monotonic_progress_rate,-0.047619047619047616,-0.047619047619047616,negative,negative,False,1e-12
openai,hierarchical_delta,irp_oscillation_rate,0.11111111111111112,0.1111111111111111,positive,positive,False,1e-12
openai,hierarchical_delta,misinterpretation_rate,0.041666666666666664,0.041666666666666664,positive,positive,False,1e-12
openai,hierarchical_delta,rework_cost_tokens,49.666666666666664,46.333333333333336,positive,positive,False,1e-12
openai,hierarchical_delta,self_contradiction_rate,0,0,zero,zero,False,1e-12
openai,hierarchical_delta,stability_variance,0.0085714285714285753,0.0085714285714285753,positive,positive,False,1e-12
openai,hierarchical_delta,trace_completeness,0,0,zero,zero,False,1e-12
openai,hierarchical_delta,update_consistency,0,0,zero,zero,False,1e-12
